MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,SalePrice,Price_per_Income,Rooms_per_Household,Age_Category
8.3252,41.0,6.984126984126984,1.0238095238095235,322.0,2.555555555555556,37.88,-122.23,4.526,0.5436506029885168,2.732919254658385,Mid
8.3014,21.0,6.238137082601054,0.9718804920913884,2401.0,2.109841827768014,37.86,-122.22,3.585,0.4318548678536151,2.9566847147022073,Recent
7.2574,52.0,8.288135593220339,1.073446327683616,496.0,2.8022598870056497,37.85,-122.24,3.521,0.4851599746465676,2.957661290322581,Old
5.6431,52.0,5.817351598173516,1.0730593607305936,558.0,2.547945205479452,37.85,-122.25,3.413,0.6048094132657582,2.2831541218637996,Old
3.8462,52.0,6.281853281853282,1.0810810810810811,565.0,2.1814671814671813,37.85,-122.25,3.422,0.8897093234881182,2.879646017699115,Old
4.0368,52.0,4.761658031088083,1.1036269430051813,413.0,2.139896373056995,37.85,-122.25,2.697,0.668103448275862,2.225181598062954,Old
3.6591,52.0,4.9319066147859925,0.95136186770428,1094.0,2.1284046692607004,37.84,-122.25,2.992,0.8176874094722746,2.317184643510055,Old
3.12,52.0,4.797527047913447,1.061823802163833,1157.0,1.7882534775888717,37.84,-122.25,2.414,0.7737179487179487,2.6828003457216942,Old
2.0804,42.0,4.294117647058823,1.1176470588235294,1206.0,2.026890756302521,37.84,-122.26,2.267,1.0896942895597,2.1185737976782755,Mid
3.6912,52.0,4.970588235294118,0.9901960784313726,1551.0,2.172268907563025,37.84,-122.25,2.611,0.7073580407455571,2.288201160541586,Old
3.2031,52.0,5.477611940298507,1.079601990049751,910.0,2.263681592039801,37.85,-122.26,2.815,0.8788361275014829,2.4197802197802196,Old
3.2705,52.0,4.772479564032698,1.0245231607629428,1504.0,2.0490463215258856,37.85,-122.26,2.418,0.7393364928909952,2.3291223404255317,Old
3.075,52.0,5.322649572649572,1.0128205128205128,1098.0,2.3461538461538463,37.85,-122.26,2.135,0.6943089430894308,2.268670309653916,Old
2.6736,52.0,4.0,1.0977011494252873,345.0,1.9827586206896552,37.84,-122.26,1.913,0.7155146618791143,2.017391304347826,Old
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774196,37.85,-122.26,1.592,0.8305942505347733,2.18069306930693,Old
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,1.4,0.6588235294117647,1.606886657101865,Mid
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,1.525,0.5495495495495495,2.4791929382093314,Old
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,0.7334213753419488,1.8950617283950615,Old
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.362768496420048,37.84,-122.26,1.587,0.7970468585204158,2.2616161616161614,Mid
2.6033,52.0,5.465454545454546,1.0836363636363635,690.0,2.5090909090909093,37.84,-122.27,1.629,0.6257442476856298,2.1782608695652175,Old
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,1.0863160995728385,1.8361858190709048,Mid
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,0.9325941056317479,1.7642626480086114,Mid
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,0.6602898550724637,2.4,Old
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,0.4572136109327708,1.9788980070339977,Old
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,0.51,2.2107355864811136,Old
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184877,37.85,-122.28,1.075,0.44720858640485894,1.6876971608832805,Mid
2.4597,49.0,4.728033472803348,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,0.3813473187787128,1.8616144975288307,Mid
1.808,52.0,4.780856423173804,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,0.5835176991150441,1.7223230490018153,Old
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,0.6630540672187043,1.8408488063660475,Mid
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.548387096774193,37.84,-122.28,1.32,0.7822222222222223,1.8455696202531648,Old
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,0.6345335685379268,2.220162224797219,Mid
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,0.5873056334437929,1.8433219178082192,Old
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,0.6143914519450165,1.8732943469785577,Mid
1.375,49.0,5.030395136778116,1.1124620060790271,754.0,2.291793313069909,37.83,-122.27,1.049,0.7629090909090909,2.194960212201592,Mid
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,0.40178734937552646,2.118441971383148,Old
1.4861,49.0,4.602272727272728,1.068181818181818,570.0,2.159090909090909,37.83,-122.27,0.972,0.654060964941794,2.1315789473684217,Mid
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,0.9524243528982865,1.8216818642350556,Mid
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,0.7367226831170672,1.6770255271920091,Old
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.229773462783172,37.83,-122.26,1.914,0.5499999999999999,2.133526850507982,Old
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,0.6795891574638968,1.7661583151779232,Old
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.39493670886076,37.83,-122.26,1.554,0.7407760511011536,1.760042283298097,Old
1.2852,51.0,3.759036144578314,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,1.1671335200746966,1.8104448742746617,Old
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,1.1590243902439026,1.5432900432900434,Mid
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,0.47625053603410433,2.0342612419700212,Old
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,0.6121161825726141,2.186363636363636,Old
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26,1.823,0.6810370591751345,2.306406685236769,Old
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,0.7033563672260613,1.8262987012987013,Mid
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,0.7925985704403966,1.8046594982078852,Mid
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,1.9724384599200504,1.4751773049645391,Mid
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,0.6338028169014085,1.3514285714285714,Mid
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,1.864829681058798,1.219047619047619,Recent
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,0.6234629444998339,1.7606032045240343,Mid
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,0.8777457688152682,1.6442062276671774,Mid
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,0.8352705410821644,1.4027538726333908,Old
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,0.543545782084731,1.6690442225392295,Old
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,0.5888188195280947,1.6406250000000002,Old
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,0.5811250581125058,1.990353697749196,Old
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,1.0438081253059226,2.04532967032967,Old
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,0.6597650152000657,1.2914338919925512,Old
2.5625,2.0,2.771929824561404,0.7543859649122807,94.0,1.649122807017544,37.82,-122.29,0.6,0.23414634146341462,1.6808510638297873,New
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,0.22311297120457427,2.0234657039711195,Old
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,0.12258307046074891,1.569767441860465,Mid
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,0.9554988347575185,2.015915119363395,Mid
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.276729559748428,37.81,-122.3,0.761,0.6389588581024349,2.349328214971209,Old
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,0.2833680314596345,2.112244897959184,Mid
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,0.6719808005485557,1.6721854304635762,Old
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,1.0476663356504468,1.846446700507614,Mid
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.346938775510204,37.8,-122.29,0.813,0.31156587721315243,2.0873983739837403,Old
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,0.45906243249081874,2.0875912408759123,Old
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,1.3180983472760661,1.5364783324190894,Mid
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,0.4656018962695411,1.959183673469388,Recent
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,1.306615426846006,1.606529209621993,Mid
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.684210526315789,37.81,-122.29,0.75,0.42857142857142855,1.5071428571428573,Mid
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.571428571428572,37.81,-122.29,0.675,1.3502700540108021,0.6666666666666665,Mid
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,0.5537656061216271,2.8793103448275863,Recent
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,1.9207877935288387,1.6233595800524938,Recent
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.428290766208252,37.81,-122.28,1.021,0.41734793982995416,2.357605177993527,Mid
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.483091787439613,37.81,-122.28,1.083,0.9747097470974709,1.6740638002773929,Recent
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,1.4016944928980812,1.6555977229601515,Recent
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,0.6527791587948691,1.988372093023256,Mid
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861597,37.81,-122.28,1.625,1.0833333333333333,1.5172413793103445,Recent
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,0.9642581640524556,1.1475409836065573,Old
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,0.7397422409258285,1.7000000000000002,Old
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,1.7027863777089782,1.115606936416185,Old
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.763313609467456,37.81,-122.28,1.188,0.6567890314020345,2.0299785867237685,Mid
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,0.4077565087406054,2.050397877984085,Old
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,1.2159672466734903,1.5120274914089347,Mid
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,2.138157894736842,1.6025641025641026,New
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,1.4143180415552357,0.84,New
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.209944751381216,37.8,-122.27,1.625,0.7761008692329736,1.2424999999999997,Recent
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727272,37.8,-122.28,1.375,1.5862944162436547,0.23783185840707968,Old
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28,1.625,2.1666666666666665,0.5026178010471205,Old
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,0.7114669499886165,1.4693593314763231,Recent
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,0.9698544135952807,1.2923888470233609,Mid
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,0.6468949044585988,1.5361775727875469,Mid
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,0.648438878109014,2.244140625,Mid
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,0.6230684876881666,1.6584158415841583,Recent
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,1.3951579811243333,1.8191699604743086,Recent
2.6104,37.0,3.707142857142857,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,0.7397333741955257,1.9766050054406963,Mid
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,1.0348426461143223,2.0208333333333335,Recent
3.2177,28.0,3.878423513694055,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,0.849675233862697,2.2653140850565747,Recent
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,0.76,2.1953727506426732,Mid
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,1.3568521031207599,2.4078212290502794,Old
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,1.181792579032599,2.1833395314243216,Mid
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,0.6356224394597006,2.238872403560831,Old
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,0.8204235035291961,2.857545839210155,Old
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,0.8185289198826166,2.5626822157434406,Old
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,0.706923076923077,2.4106648199445986,Old
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,0.5759926272943706,2.1953947368421054,Recent
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,0.5155449064163246,2.5890909090909093,Old
2.6429,32.0,3.727005870841488,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,0.8267433501078361,2.1090808416389817,Mid
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,0.8434492111269143,2.26357918810749,Recent
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,0.7117901156142803,2.5303514376996805,Old
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,0.7001324808478775,2.3896296296296295,Mid
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,0.736899042285787,2.3951310861423223,Old
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,0.9016258149707024,1.9632525410476935,Recent
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,0.7576787390361525,2.346024636058231,Old
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,0.5590825312308007,2.5927835051546393,Mid
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,0.6574865703260951,2.8916211293260474,Mid
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,0.6146742780389522,3.2443324937027707,Mid
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,0.6748182019620088,3.4081632653061225,Mid
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,0.5889586026421163,2.639019792648445,Old
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,0.7523226392134897,2.998300764655905,Old
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,0.540536805152445,2.8990011098779136,Old
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,0.6181051859996336,2.6031511570654846,Recent
7.5,50.0,6.127348643006263,0.9874739039665972,1031.0,2.152400835073069,37.84,-122.22,2.952,0.3936,2.8467507274490784,Mid
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,0.4855965710868193,2.5213549337260672,Mid
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,0.5447156623954252,3.088490099009901,Mid
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,0.5134671809580326,2.6196682464454977,Recent
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.298387096774193,37.84,-122.21,3.259,0.46195498100584,2.664912280701755,Mid
